normalized_street,normalized_cross,street,cross,query,status,match_count,matching_intersection_full,lng,lat,request_ms,attempts,http_status,error,fetched_at
ashmont street,adams street,Ashmont St,Adams St,Ashmont St and Adams St,ok,1,"Ashmont St & Adams St, Dorchester, MA 02124",-71.055369000001,42.288255000003,346,1,200,,2026-06-04T17:54:26.598Z
ashmont street,dorchester avenue,Ashmont St,Dorchester Ave,Ashmont St and Dorchester Ave,ok,1,"Ashmont St & Dorchester Ave, Dorchester, MA 02124",-71.064310500001,42.285762000003,420,1,200,,2026-06-04T17:54:27.874Z
ashmont street,washington street,Ashmont St,Washington St,Ashmont St and Washington St,ok,1,"Ashmont St & Washington St, Dorchester, MA 02124",-71.071186500001,42.285348000003,495,1,200,,2026-06-04T17:54:29.150Z
ashton street,callender street,Ashton St,Callender St,Ashton St and Callender St,ok,1,"Ashton St & Callender St, Dorchester, MA 02124",-71.088777000001,42.288804000003,356,1,200,,2026-06-04T17:54:30.212Z
ashton street,frontenac street,Ashton St,Frontenac St,Ashton St and Frontenac St,ok,1,"Ashton St & Frontenac St, Dorchester, MA 02124",-71.090167500001,42.284628000003,374,1,200,,2026-06-04T17:54:31.431Z
ashton street,woodrow avenue,Ashton St,Woodrow Ave,Ashton St and Woodrow Ave,ok,1,"Ashton St & Woodrow Ave, Dorchester, MA 02124",-71.089753500001,42.285888000003,406,1,200,,2026-06-04T17:54:32.664Z
aspen street,copeland street,Aspen St,Copeland St,Aspen St and Copeland St,ok,1,"Aspen St & Copeland St, Roxbury, MA 02119",-71.079498000001,42.323112000003,469,1,200,,2026-06-04T17:54:33.929Z
aspen street,montrose street,Aspen St,Montrose St,Aspen St and Montrose St,ok,1,"Aspen St & Montrose St, Roxbury, MA 02119",-71.080303500001,42.323895000003,297,1,200,,2026-06-04T17:54:34.959Z
aspinwall road,talbot avenue,Aspinwall Rd,Talbot Ave,Aspinwall Rd and Talbot Ave,ok,1,"Aspinwall Rd & Talbot Ave, Dorchester, MA 02124",-71.075151000001,42.291153000003,422,1,200,,2026-06-04T17:54:36.285Z
aspinwall road,washington street,Aspinwall Rd,Washington St,Aspinwall Rd and Washington St,ok,1,"Aspinwall Rd & Washington St, Dorchester, MA 02124",-71.071744500001,42.291981000003,334,1,200,,2026-06-04T17:54:37.399Z
astoria street,flint street,Astoria St,Flint St,Astoria St and Flint St,ok,1,"Astoria St & Flint St, Mattapan, MA 02126",-71.086333500001,42.280785000003,524,1,200,,2026-06-04T17:54:38.789Z
athens street,d street,Athens St,D St,Athens St and D St,ok,1,"Athens St & D St, South Boston, MA 02127",-71.050378500001,42.339231000003,331,1,200,,2026-06-04T17:54:39.797Z
athens street,dorchester street,Athens St,Dorchester St,Athens St and Dorchester St,ok,1,"Athens St & Dorchester St, South Boston, MA 02127",-71.045064000001,42.335802000003,311,1,200,,2026-06-04T17:54:40.978Z
atherton street,amory street,Atherton St,Amory St,Atherton St and Amory St,ok,1,"Atherton St & Amory St, Jamaica Plain, MA 02130",-71.101269000001,42.318252000003,388,1,200,,2026-06-04T17:54:42.256Z
atherton street,washington street,Atherton St,Washington St,Atherton St and Washington St,ok,1,"Atherton St & Washington St, Jamaica Plain, MA 02119",-71.098434000001,42.315660000003,360,1,200,,2026-06-04T17:54:43.428Z
atkinson street,southampton street,Atkinson St,Southampton St,Atkinson St and Southampton St,ok,1,"Atkinson St & Southampton St, South Boston, MA 02118",-71.069080500001,42.331905000003,471,1,200,,2026-06-04T17:54:44.740Z
atkinson street,topeka street,Atkinson St,Topeka St,Atkinson St and Topeka St,no_match,0,,,,254,1,200,,2026-06-04T17:54:45.723Z
atlantic avenue,commercial street,Atlantic Ave,Commercial St,Atlantic Ave and Commercial St,ok,1,"Atlantic Ave & Commercial St, North End, MA 02110",-71.051080500001,42.363711000003,573,1,200,,2026-06-04T17:54:47.242Z
atlantic avenue,cross street,Atlantic Ave,Cross St,Atlantic Ave and Cross St,ok,1,"Atlantic Ave & Cross St, Downtown, MA 02110",-71.052799500001,42.360930000003,495,1,200,,2026-06-04T17:54:48.365Z
atlantic avenue,kneeland street,Atlantic Ave,Kneeland St,Atlantic Ave and Kneeland St,ok,1,"Atlantic Ave & Kneeland St, Leather District, MA 02111",-71.057056500001,42.349536000003,284,1,200,,2026-06-04T17:54:49.355Z
atlantic avenue,milk street,Atlantic Ave,Milk St,Atlantic Ave and Milk St,ok,1,"Atlantic Ave & Milk St, Downtown, MA 02110",-71.051575500001,42.358779000003,543,1,200,,2026-06-04T17:54:50.814Z
atlantic avenue,state street,Atlantic Ave,State St,Atlantic Ave and State St,ok,1,"Atlantic Ave & State St, Downtown, MA 02110",-71.051805000001,42.359643000003,398,1,200,,2026-06-04T17:54:51.871Z
atlantic avenue,summer street,Atlantic Ave,Summer St,Atlantic Ave and Summer St,ok,1,"Atlantic Ave & Summer St, Downtown, MA 02110",-71.055427500001,42.352596000003,345,1,200,,2026-06-04T17:54:53.018Z
atlantic street,east fourth street,Atlantic St,East Fourth St,Atlantic St and East Fourth St,ok,1,"Atlantic St & E Fourth St, South Boston, MA 02127",-71.046247500001,42.334596000003,528,1,200,,2026-06-04T17:54:54.403Z
atlantic street,thomas park,Atlantic St,Thomas Park,Atlantic St and Thomas Park,ok,1,"Atlantic St & Thomas Park, South Boston, MA 02127",-71.046238500001,42.333588000003,475,1,200,,2026-06-04T17:54:55.551Z
auburn street,bunker hill street,Auburn St,Bunker Hill St,Auburn St and Bunker Hill St,ok,1,"Auburn St & Bunker Hill St, Charlestown, MA 02129",-71.068540500001,42.381900000003,313,1,200,,2026-06-04T17:54:56.591Z
auburn street,main street,Auburn St,Main St,Auburn St and Main St,ok,1,"Auburn St & Main St, Charlestown, MA 02129",-71.069976000001,42.380307000003,413,1,200,,2026-06-04T17:54:57.891Z
auckland street,belfort street,Auckland St,Belfort St,Auckland St and Belfort St,ok,1,"Auckland St & Belfort St, Dorchester, MA 02125",-71.055301500001,42.315165000003,386,1,200,,2026-06-04T17:54:59.065Z
auckland street,savin hill avenue,Auckland St,Savin Hill Ave,Auckland St and Savin Hill Ave,ok,1,"Auckland St & Savin Hill Ave, Dorchester, MA 02125",-71.056044000001,42.312870000003,348,1,200,,2026-06-04T17:55:00.228Z
austin street,main street,Austin St,Main St,Austin St and Main St,ok,2,"Austin St & Main St, Charlestown, MA 02129",-71.064450000001,42.375564000003,570,1,200,,2026-06-04T17:55:01.650Z
austin street,rutherford avenue,Austin St,Rutherford Ave,Austin St and Rutherford Ave,ok,3,"Austin St & New Rutherford Ave, Charlestown, MA 02129",-71.068180500001,42.374025000003,418,1,200,,2026-06-04T17:55:02.699Z
avenue de lafayette,harrison avenue ext,Avenue De Lafayette,Harrison Avenue Ext,Avenue De Lafayette and Harrison Avenue Ext,ok,1,"Avenue De Lafayette & Harrison Avenue Ext, Downtown, MA 02111",-71.061363000001,42.353505000003,456,1,200,,2026-06-04T17:55:03.939Z
avenue de lafayette,kingston street,Avenue De Lafayette,Kingston St,Avenue De Lafayette and Kingston St,ok,1,"Avenue De Lafayette & Kingston St, Downtown, MA 02111",-71.059428000001,42.352713000003,694,1,200,,2026-06-04T17:55:05.377Z
avery street,tremont street,Avery St,Tremont St,Avery St and Tremont St,ok,1,"Avery St & Tremont St, Beacon Hill, MA 02111",-71.064229500001,42.353397000003,616,1,200,,2026-06-04T17:55:06.500Z
avery street,washington street,Avery St,Washington St,Avery St and Washington St,ok,1,"Avery St & Washington St, Downtown, MA 02111",-71.062533000001,42.353262000003,546,1,200,,2026-06-04T17:55:07.631Z
ayr road,beacon street,Ayr Rd,Beacon St,Ayr Rd and Beacon St,ok,1,"Ayr Rd & Beacon St, Brighton, MA 02135",-71.148658500001,42.336477000003,361,1,200,,2026-06-04T17:55:08.647Z
ayr road,orkney road,Ayr Rd,Orkney Rd,Ayr Rd and Orkney Rd,ok,1,"Ayr Rd & Orkney Rd, Brighton, MA 02135",-71.148955500001,42.337188000003,556,1,200,,2026-06-04T17:55:10.043Z
b street,west broadway,B St,West Broadway,B St and West Broadway,ok,1,"B St & W Broadway, South Boston, MA 02127",-71.053920000001,42.340806000003,429,1,200,,2026-06-04T17:55:11.115Z
b street,west seventh street,B St,West Seventh St,B St and West Seventh St,ok,1,"B St & W Seventh St, South Boston, MA 02127",-71.057034000001,42.338223000003,364,1,200,,2026-06-04T17:55:12.250Z
babcock street,brookline town line,Babcock St,Brookline Town Line,Babcock St and Brookline Town Line,no_match,0,,,,145,1,200,,2026-06-04T17:55:13.233Z
bailey street,dorchester avenue,Bailey St,Dorchester Avenue,Bailey St and Dorchester Avenue,ok,1,Bailey St & Dorchester Ave,-71.06457614348828,42.28477735213747,191,1,200,,2026-06-04T19:43:36.701Z
bailey street,washington street,Bailey St,Washington Street,Bailey St and Washington Street,ok,1,"Bailey St & Washington St, Dorchester, MA 02124",-71.071380000001,42.283026000003,611,1,200,,2026-06-04T17:55:30.650Z
baird street,blue hill avenue,Baird St,Blue Hill Ave,Baird St and Blue Hill Ave,ok,1,"Baird St & Blue Hill Ave, Dorchester, MA 02124",-71.091108000001,42.285564000003,356,1,200,,2026-06-04T17:55:31.596Z
baird street,morton street,Baird St,Morton St,Baird St and Morton St,ok,2,"Baird St & Morton St, Dorchester, MA 02124",-71.093187000001,42.285933000003,472,1,200,,2026-06-04T17:55:32.913Z
baker avenue,bodwell street,Baker Ave,Bodwell St,Baker Ave and Bodwell St,ok,1,"Baker Ave & Bodwell St, Dorchester, MA 02125",-71.070147000001,42.312834000003,339,1,200,,2026-06-04T17:55:33.979Z
baker avenue,quincy street,Baker Ave,Quincy St,Baker Ave and Quincy St,ok,1,"Baker Ave & Quincy St, Dorchester, MA 02125",-71.071294500001,42.311763000003,492,1,200,,2026-06-04T17:55:35.334Z
bakersfield street,stoughton street,Bakersfield St,Stoughton St,Bakersfield St and Stoughton St,ok,1,"Bakersfield St & Stoughton St, Dorchester, MA 02125",-71.061489000001,42.315417000003,369,1,200,,2026-06-04T17:55:36.413Z
bakersfield street,willis street,Bakersfield St,Willis St,Bakersfield St and Willis St,ok,1,"Bakersfield St & Willis St, Dorchester, MA 02125",-71.060598000001,42.318117000003,375,1,200,,2026-06-04T17:55:37.617Z
baldwin street,bunker hill street,Baldwin St,Bunker Hill St,Baldwin St and Bunker Hill St,ok,1,"Baldwin St & Bunker Hill St, Charlestown, MA 02129",-71.069881500001,42.382557000003,512,1,200,,2026-06-04T17:55:38.956Z
baldwin street,main street,Baldwin St,Main St,Baldwin St and Main St,ok,1,"Baldwin St & Main St, Charlestown, MA 02129",-71.070957000001,42.381315000003,346,1,200,,2026-06-04T17:55:39.991Z
baldwin street,medford street,Baldwin St,Medford St,Baldwin St and Medford St,ok,1,"Baldwin St & Medford St, Charlestown, MA 02129",-71.069031000001,42.383799000003,362,1,200,,2026-06-04T17:55:41.209Z
ballou avenue,willowwood street,Ballou Ave,Willowwood St,Ballou Ave and Willowwood St,ok,1,"Ballou Ave & Willowwood St, Dorchester, MA 02124",-71.085631500001,42.283242000003,345,1,200,,2026-06-04T17:55:42.392Z
ballou avenue,woodrow avenue,Ballou Ave,Woodrow Ave,Ballou Ave and Woodrow Ave,ok,1,"Ballou Ave & Woodrow Ave, Dorchester, MA 02124",-71.080780500001,42.287904000003,348,1,200,,2026-06-04T17:55:43.597Z
balsam street,blue hill avenue,Balsam St,Blue Hill Ave,Balsam St and Blue Hill Ave,ok,1,"Balsam St & Blue Hill Ave, Dorchester, MA 02124",-71.090374500001,42.287211000003,545,1,200,,2026-06-04T17:55:44.996Z
balsam street,irma street,Balsam St,Irma St,Balsam St and Irma St,ok,1,"Balsam St & Irma St, Dorchester, MA 02124",-71.087647500001,42.286716000003,471,1,200,,2026-06-04T17:55:46.123Z
bancroft street,columbus avenue,Bancroft St,Columbus Ave,Bancroft St and Columbus Ave,ok,1,"Bancroft St & Columbus Ave, Jamaica Plain, MA 02119",-71.098371000001,42.318081000003,498,1,200,,2026-06-04T17:55:47.351Z
bancroft street,west walnut park,Bancroft St,West Walnut Park,Bancroft St and West Walnut Park,ok,1,"Bancroft St & W Walnut Park, Jamaica Plain, MA 02119",-71.099248500001,42.317550000003,312,1,200,,2026-06-04T17:55:48.365Z
banfield avenue,wooddale avenue,Banfield Ave,Wooddale Ave,Banfield Ave and Wooddale Ave,ok,1,"Banfield Ave & Wooddale Ave, Mattapan, MA 02126",-71.088075000001,42.276348000003,345,1,200,,2026-06-04T17:55:49.601Z
barbara street,centre street,Barbara St,Centre St,Barbara St and Centre St,ok,1,"Barbara St & Centre St, Jamaica Plain, MA 02130",-71.110494000001,42.321024000003,297,1,200,,2026-06-04T17:55:50.753Z
barbara street,south huntington avenue,Barbara St,South Huntington Ave,Barbara St and South Huntington Ave,ok,1,"Barbara St & S Huntington Ave, Jamaica Plain, MA 02130",-71.111943000001,42.320997000003,330,1,200,,2026-06-04T17:55:51.987Z
barker street,goodenough street,Barker St,Goodenough St,Barker St and Goodenough St,ok,1,"Barker St & Goodenough St, Brighton, MA 02135",-71.154216000001,42.354486000003,343,1,200,,2026-06-04T17:55:53.201Z
barker street,parsons street,Barker St,Parsons St,Barker St and Parsons St,ok,1,"Barker St & Parsons St, Brighton, MA 02135",-71.154859500001,42.354108000003,326,1,200,,2026-06-04T17:55:54.384Z
barrows street,armington street,Barrows St,Armington St,Barrows St and Armington St,ok,1,"Barrows St & Armington St, Allston, MA 02134",-71.138011500001,42.352407000003,284,1,200,,2026-06-04T17:55:55.542Z
barrows street,cambridge street,Barrows St,Cambridge St,Barrows St and Cambridge St,ok,1,"Barrows St & Cambridge St, Allston, MA 02134",-71.138340000001,42.353226000003,268,1,200,,2026-06-04T17:55:56.729Z
barry park,barry street,Barry Park,Barry St,Barry Park and Barry St,ok,1,"Barry Park & Barry St, Dorchester, MA 02125",-71.067487500001,42.309423000003,437,1,200,,2026-06-04T17:55:58.098Z
barry street,quincy street,Barry St,Quincy St,Barry St and Quincy St,ok,1,"Barry St & Quincy St, Dorchester, MA 02125",-71.066992500001,42.309783000003,336,1,200,,2026-06-04T17:55:59.199Z
barry street,richfield street,Barry St,Richfield St,Barry St and Richfield St,ok,1,"Barry St & Richfield St, Dorchester, MA 02125",-71.070741000001,42.307245000003,324,1,200,,2026-06-04T17:56:00.390Z
bartlett street,dudley street,Bartlett St,Dudley St,Bartlett St and Dudley St,ok,1,"Bartlett St & Dudley St, Roxbury, MA 02119",-71.090203500001,42.329601000003,728,1,200,,2026-06-04T17:56:01.994Z
bartlett street,green street,Bartlett St,Green St,Bartlett St and Green St,ok,1,"Bartlett St & Green St, Charlestown, MA 02129",-71.062623000001,42.377661000003,388,1,200,,2026-06-04T17:56:02.856Z
bartlett street,monument square,Bartlett St,Monument Sq,Bartlett St and Monument Sq,ok,1,"Bartlett St & Monument Sq, Charlestown, MA 02129",-71.061237000001,42.377157000003,378,1,200,,2026-06-04T17:56:04.046Z
bartlett street,pearl street,Bartlett St,Pearl St,Bartlett St and Pearl St,ok,1,"Bartlett St & Pearl St, Charlestown, MA 02129",-71.064481500001,42.378534000003,300,1,200,,2026-06-04T17:56:05.169Z
bartlett street,school street,Bartlett St,School St,Bartlett St and School St,ok,1,"Bartlett St & School St, Charlestown, MA 02129",-71.063892000001,42.378264000003,445,1,200,,2026-06-04T17:56:06.515Z
bartlett street,sullivan street,Bartlett St,Sullivan St,Bartlett St and Sullivan St,ok,1,"Bartlett St & Sullivan St, Charlestown, MA 02129",-71.065255500001,42.378885000003,307,1,200,,2026-06-04T17:56:07.576Z
bartlett street,walker street,Bartlett St,Walker St,Bartlett St and Walker St,ok,1,"Bartlett St & Walker St, Charlestown, MA 02129",-71.066655000001,42.379362000003,371,1,200,,2026-06-04T17:56:08.841Z
bartlett street,washington street,Bartlett St,Washington St,Bartlett St and Washington St,ok,1,"Bartlett St & Washington St, Roxbury, MA 02119",-71.086995000001,42.327765000003,325,1,200,,2026-06-04T17:56:09.996Z
basile street,lindall street,Basile St,Lindall St,Basile St and Lindall St,ok,1,"Basile St & Lindall St, Roslindale, MA 02131",-71.125893000001,42.286203000003,513,1,200,,2026-06-04T17:56:11.385Z
basile street,washington street,Basile St,Washington St,Basile St and Washington St,ok,1,"Basile St & Washington St, Roslindale, MA 02131",-71.127418500001,42.287121000003,430,1,200,,2026-06-04T17:56:12.501Z
battery street,end of street,Battery St,End of Street,Battery St and End of Street,no_match,0,,,,214,1,200,,2026-06-04T17:56:13.488Z
battery street,hanover,Battery St,Hanover,Battery St and Hanover,ok,1,"Battery St & Hanover St, North End, MA 02113",-71.052754500001,42.366258000003,1336,1,200,,2026-06-04T17:56:15.809Z
batterymarch street,high street,Batterymarch St,High St,Batterymarch St and High St,ok,1,"Batterymarch St & High St, Downtown, MA 02110",-71.052813000001,42.356421000003,1056,1,200,,2026-06-04T17:56:16.868Z
batterymarch street,milk street,Batterymarch St,Milk St,Batterymarch St and Milk St,ok,1,"Batterymarch St & Milk St, Downtown, MA 02109",-71.054415000001,42.357672000003,961,1,200,,2026-06-04T17:56:17.971Z
baxter street,c street,Baxter St,C St,Baxter St and C St,ok,1,"Baxter St & C St, South Boston, MA 02127",-71.055819000001,42.336873000003,356,1,200,,2026-06-04T17:56:18.570Z
baxter street,east street,Baxter St,E St,Baxter St and E St,ok,1,"Baxter St & E St, South Boston, MA 02127",-71.052750000001,42.334866000003,382,1,200,,2026-06-04T17:56:19.795Z
bay street,dorchester avenue,Bay St,Dorchester Ave,Bay St and Dorchester Ave,ok,1,"Bay St & Dorchester Ave, Dorchester, MA 02125",-71.057583000001,42.311349000003,305,1,200,,2026-06-04T17:56:20.919Z
bay street,south sydney street,Bay St,South Sydney St,Bay St and South Sydney St,ok,1,"Bay St & S Sydney St, Dorchester, MA 02125",-71.054091000001,42.310638000003,456,1,200,,2026-06-04T17:56:22.270Z
bayside street,savin hill avenue,Bayside St,Savin Hill Ave,Bayside St and Savin Hill Ave,ok,1,"Bayside St & Savin Hill Ave, Dorchester, MA 02125",-71.050243500001,42.309072000003,328,1,200,,2026-06-04T17:56:23.344Z
beach street,atlantic avenue,Beach St,Atlantic Ave,Beach St and Atlantic Ave,ok,1,"Beach St & Atlantic Ave, Leather District, MA 02111",-71.056620000001,42.350445000003,380,1,200,,2026-06-04T17:56:24.596Z
beach street,freeport street,Beach St,Freeport St,Beach St and Freeport St,ok,1,"Beach St & Freeport St, Dorchester, MA 02125",-71.054311500001,42.303861000003,304,1,200,,2026-06-04T17:56:25.720Z
beach street,park street,Beach St,Park St,Beach St and Park St,ok,1,"Beach St & Park St, Dorchester, MA 02122",-71.054802000001,42.300783000003,387,1,200,,2026-06-04T17:56:27.003Z
beach street,washington street,Beach St,Washington St,Beach St and Washington St,ok,1,"Beach St & Washington St, Downtown, MA 02116",-71.062794000001,42.351597000003,392,1,200,,2026-06-04T17:56:28.210Z
beacon street,arlington street,Beacon St,Arlington St,Beacon St and Arlington St,ok,1,"Beacon St & Arlington St, Back Bay, MA 02116",-71.072617500001,42.355413000003,386,1,200,,2026-06-04T17:56:29.404Z
beacon street,brookline town line,Beacon St,Brookline Town Line,Beacon St and Brookline Town Line,ok,1,"Beacon St & Brookline Ave, Fenway, MA 02215",-71.097156000001,42.348798000003,465,1,200,,2026-06-04T17:56:30.684Z
